course_id,title,url,is_paid,price,subscribers,reviews,lectures,level,duration,published_timestamp,subject,provider,rating,description,skills,text_for_tfidf
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,True,140,1026,25,37,Beginner Level,3.0,2017-06-27T22:21:31Z,Business Finance,Udemy,,,Business Finance,forex trading: your complete guide to get started like a pro business finance
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,Beginner Level,2.5,2017-05-28T23:41:03Z,Business Finance,Udemy,,,Business Finance,python algo stock trading: automate your trading! business finance
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,True,200,1843,171,35,All Levels,1.5,2016-10-04T15:20:57Z,Business Finance,Udemy,,,Business Finance,the forex robot: incredible roi (robot included) business finance
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,All Levels,6.5,2015-01-09T03:55:15Z,Business Finance,Udemy,,,Business Finance,the complete bitcoin course: get .001 bitcoin in your wallet business finance
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,All Levels,2.0,2017-06-01T05:22:08Z,Business Finance,Udemy,,,Business Finance,mastering high probability iron condor options trading business finance
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,All Levels,1.5,2017-06-11T19:02:03Z,Business Finance,Udemy,,,Business Finance,the complete short course on ethereum business finance
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,True,195,7884,118,68,Intermediate Level,10.0,2015-05-19T23:25:41Z,Business Finance,Udemy,,,Business Finance,options trading stocks: proven toolbox for financial success business finance
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,True,195,16900,2476,52,Beginner Level,5.5,2014-12-12T23:58:39Z,Business Finance,Udemy,,,Business Finance,forex trading a-z™ - with live examples of forex trading business finance
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,True,200,11441,1118,61,All Levels,4.5,2016-06-28T06:12:23Z,Business Finance,Udemy,,,Business Finance,"introduction to finance, accounting, modeling and valuation business finance"
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,195,22257,2697,138,All Levels,7.5,2014-11-25T23:00:40Z,Business Finance,Udemy,,,Business Finance,beginner to pro in excel: financial modeling and valuation business finance
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,True,195,8575,809,110,All Levels,5.5,2016-10-10T16:16:26Z,Business Finance,Udemy,,,Business Finance,the complete investment banking course 2017 business finance
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,True,195,24481,2347,174,All Levels,10.0,2016-01-21T01:38:48Z,Business Finance,Udemy,,,Business Finance,the complete financial analyst course 2017 business finance
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,True,195,3811,278,103,All Levels,6.5,2017-03-30T22:17:09Z,Business Finance,Udemy,,,Business Finance,python for finance: investment fundamentals & data analytics business finance
1154754,Financial Modeling for Startups & Small Businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,True,195,4991,137,79,Beginner Level,11.5,2017-03-29T22:36:05Z,Business Finance,Udemy,,,Business Finance,financial modeling for startups & small businesses business finance
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,True,115,7489,1190,25,Intermediate Level,1.0,2015-10-22T21:54:28Z,Business Finance,Udemy,,,Business Finance,options trading - how to win with weekly options business finance
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,True,200,20195,1113,227,All Levels,16.0,2014-10-27T22:01:36Z,Business Finance,Udemy,,,Business Finance,black algo trading: build your trading robot business finance
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,True,150,10042,594,43,All Levels,3.0,2015-10-22T00:03:48Z,Business Finance,Udemy,,,Business Finance,accounting & financial statement analysis: complete training business finance
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,https://www.udemy.com/cryptocurrency-trading/,True,95,367,42,35,All Levels,5.0,2017-06-21T23:18:47Z,Business Finance,Udemy,,,Business Finance,cryptocurrency trading: complete guide to trading altcoins business finance
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,True,200,10603,872,42,All Levels,5.5,2014-10-12T21:19:11Z,Business Finance,Udemy,,,Business Finance,forex robots: expect to earn 175% p.a. forex robot included! business finance
1214702,Three Steps Trading - Live Trading - Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,True,190,1197,11,46,All Levels,5.0,2017-05-24T23:02:07Z,Business Finance,Udemy,,,Business Finance,three steps trading - live trading - real account business finance
848664,Option Trading for Rookies:  Understand Options Completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,True,150,2893,65,62,All Levels,2.0,2016-08-10T15:27:06Z,Business Finance,Udemy,,,Business Finance,option trading for rookies:  understand options completely business finance
1142570,How I Learned Stock Trading (and How You Can Too),https://www.udemy.com/best-stock-traders/,True,200,1580,12,53,Expert Level,2.0,2017-05-02T21:20:54Z,Business Finance,Udemy,,,Business Finance,how i learned stock trading (and how you can too) business finance
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,True,95,10605,71,77,All Levels,3.0,2014-10-24T18:13:49Z,Business Finance,Udemy,,,Business Finance,learn to trade for profit: find and trade winning stocks business finance
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09T00:24:38Z,Business Finance,Udemy,,,Business Finance,trading inside bars - master 1 easy pattern to be successful business finance
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,True,30,6219,23,20,All Levels,1.0,2017-02-14T04:42:58Z,Business Finance,Udemy,,,Business Finance,four fundamentals of financial planning business finance
1151092,Options Trading - Calendar Spread Course for Every Trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,True,200,1113,11,17,All Levels,1.5,2017-04-02T21:46:00Z,Business Finance,Udemy,,,Business Finance,options trading - calendar spread course for every trader business finance
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,True,60,8314,83,47,Beginner Level,4.0,2015-01-24T06:31:19Z,Business Finance,Udemy,,,Business Finance,dividend investing: build your portfolio for a better future business finance
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,True,200,5572,123,33,Beginner Level,5.5,2014-03-27T17:58:37Z,Business Finance,Udemy,,,Business Finance,learn accounting. understand business. business finance
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,True,145,1433,169,15,Intermediate Level,1.0,2016-05-09T05:44:33Z,Business Finance,Udemy,,,Business Finance,how to consistently win trading stocks in 30 days or less business finance
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,True,20,936,6,11,Intermediate Level,1.5,2017-04-11T00:59:50Z,Business Finance,Udemy,,,Business Finance,a beginner's guide to quantopian futures api business finance
1239068,How to Buy Cheap Options - Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,True,200,658,2,19,All Levels,1.0,2017-06-02T18:12:45Z,Business Finance,Udemy,,,Business Finance,how to buy cheap options - options trading pricing model business finance
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,True,105,8121,689,40,All Levels,3.5,2016-10-18T00:51:59Z,Business Finance,Udemy,,,Business Finance,excel crash course: master excel for financial analysis business finance
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,True,60,4187,600,79,Beginner Level,9.0,2016-02-29T18:45:41Z,Business Finance,Udemy,,,Business Finance,"comprehensive guide to financial markets, investing &trading business finance"
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,True,155,9445,497,38,All Levels,4.5,2014-02-19T19:04:28Z,Business Finance,Udemy,,,Business Finance,stock trading ninja: complete system for trading success business finance
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,True,200,3255,340,102,All Levels,8.5,2016-06-20T20:17:12Z,Business Finance,Udemy,,,Business Finance,hedge and mutual fund careers: the complete guide business finance
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,True,185,7941,713,40,All Levels,6.5,2014-08-11T08:01:14Z,Business Finance,Udemy,,,Business Finance,algorithmic trading in forex: create your first forex robot! business finance
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,True,150,1680,158,76,All Levels,5.5,2016-11-26T04:09:14Z,Business Finance,Udemy,,,Business Finance,the power modeling bootcamp: advanced excel in 10 days business finance
43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,True,180,10100,985,45,Beginner Level,11.0,2013-02-25T11:36:06Z,Business Finance,Udemy,,,Business Finance,options trading basics (3-course bundle) business finance
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,True,125,5050,461,26,All Levels,1.5,2015-02-10T04:21:40Z,Business Finance,Udemy,,,Business Finance,how to win 97% of your options trades business finance
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,True,200,2310,162,26,All Levels,3.5,2016-10-05T17:42:52Z,Business Finance,Udemy,,,Business Finance,how i make consistent returns trading options business finance
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,True,185,5528,506,32,All Levels,3.0,2015-02-19T11:31:27Z,Business Finance,Udemy,,,Business Finance,"forex strategies: kelly criterion, larry williams and more! business finance"
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,True,125,6451,237,28,All Levels,5.0,2014-04-16T13:58:31Z,Business Finance,Udemy,,,Business Finance,"elite trend trader: learn to trade stocks, options & forex business finance"
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,True,95,12394,218,30,Beginner Level,2.5,2015-02-20T21:39:41Z,Business Finance,Udemy,,,Business Finance,options trading introduction: day trade stock options business finance
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,True,200,1793,18,15,All Levels,1.0,2017-03-03T21:43:05Z,Business Finance,Udemy,,,Business Finance,the almost perfect options trading strategy system - unique business finance
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,True,20,3223,240,23,All Levels,1.0,2016-03-30T15:29:03Z,Business Finance,Udemy,,,Business Finance,forex trading -  learn to trade forex like the banks business finance
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,True,60,16385,273,45,Beginner Level,3.0,2014-09-02T03:53:13Z,Business Finance,Udemy,,,Business Finance,learn to trade for profit:trading with japanese candlesticks business finance
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,True,200,1487,16,18,All Levels,2.0,2017-03-08T21:09:41Z,Business Finance,Udemy,,,Business Finance,the most powerful options spread trading front ratio spread business finance
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,True,200,2951,232,60,All Levels,4.0,2016-05-04T05:22:32Z,Business Finance,Udemy,,,Business Finance,what finance job is for you? explanation of 14 finance roles business finance
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,True,120,2697,331,15,All Levels,1.0,2015-08-13T18:58:05Z,Business Finance,Udemy,,,Business Finance,the blueprint for successful stock trading business finance
1005658,Trading for Beginners - Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,True,150,3979,40,39,Beginner Level,5.0,2016-11-09T01:45:20Z,Business Finance,Udemy,,,Business Finance,trading for beginners - intermediate level business finance
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,True,25,3190,244,45,All Levels,4.0,2016-02-03T17:10:31Z,Business Finance,Udemy,,,Business Finance,start trading stocks using technical analysis! business finance
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,True,200,1406,71,54,Expert Level,1.5,2017-01-18T20:55:27Z,Business Finance,Udemy,,,Business Finance,learn how to set up an incubator hedge fund - step-by-step business finance
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.udemy.com/forex-vps/,True,160,4252,225,24,All Levels,2.0,2014-09-19T04:07:58Z,Business Finance,Udemy,,,Business Finance,vps for forex trading - protect your forex robots business finance
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,True,20,11958,370,134,Beginner Level,11.5,2014-10-02T09:16:55Z,Business Finance,Udemy,,,Business Finance,introduction to accounting: the language of business business finance
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,True,95,7743,340,33,Beginner Level,1.5,2015-09-10T00:30:48Z,Business Finance,Udemy,,,Business Finance,basic excel for basic bookkeeping and accounting business finance
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,True,50,2134,55,5,All Levels,1.0,2016-07-13T18:37:40Z,Business Finance,Udemy,,,Business Finance,"using 'the greeks to understand options"" business finance"
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,True,200,1214,69,20,All Levels,1.5,2016-10-07T04:58:46Z,Business Finance,Udemy,,,Business Finance,trading options for consistent returns: calendar spreads business finance
796450,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,True,20,3870,53,10,All Levels,1.0,2016-03-21T21:09:49Z,Business Finance,Udemy,,,Business Finance,how to create your personal budget business finance
502772,The Complete Value Investing Course: A Proven Approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,True,200,2146,212,49,All Levels,4.5,2015-06-16T22:43:07Z,Business Finance,Udemy,,,Business Finance,the complete value investing course: a proven approach business finance
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,True,195,484,57,19,Beginner Level,1.0,2017-03-14T18:30:55Z,Business Finance,Udemy,,,Business Finance,forex trading with price action business finance
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,True,200,1057,15,14,All Levels,1.5,2017-01-11T20:48:19Z,Business Finance,Udemy,,,Business Finance,emini es futures - advanced non directional options trading business finance
891484,Forex Trading - Advanced Fundamental Analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,True,20,1754,100,49,Intermediate Level,2.5,2016-06-30T17:06:46Z,Business Finance,Udemy,,,Business Finance,forex trading - advanced fundamental analysis business finance
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,True,20,1239,5,6,Beginner Level,0.7,2017-05-23T16:07:09Z,Business Finance,Udemy,,,Business Finance,how to invest with tiny capital in stocks ? business finance
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,True,95,2493,276,108,All Levels,9.5,2015-01-31T19:02:09Z,Business Finance,Udemy,,,Business Finance,learn how to successfully trade stocks: in 5 simple steps business finance
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,True,150,2602,402,57,Beginner Level,5.0,2015-10-28T17:32:56Z,Business Finance,Udemy,,,Business Finance,forex metatrader 4: master mt4 like a pro forex trader business finance
474928,Intermediate Options trading concepts for Stocks and Options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,True,40,2000,30,9,All Levels,1.0,2015-04-13T20:28:04Z,Business Finance,Udemy,,,Business Finance,intermediate options trading concepts for stocks and options business finance
1148774,Options Trading 101: The Basics,https://www.udemy.com/options-trading-101-the-basics/,False,0,1514,66,11,Beginner Level,0.55,2017-03-23T22:19:57Z,Business Finance,Udemy,,,Business Finance,options trading 101: the basics business finance
959144,Practical Accounts APP Overview,https://www.udemy.com/practical-accounts-app-overview/,True,20,1361,1,14,Intermediate Level,3.0,2016-10-04T23:38:32Z,Business Finance,Udemy,,,Business Finance,practical accounts app overview business finance
1233350,Bitcoin Profits for Beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,True,100,61,18,30,Beginner Level,1.5,2017-06-09T17:01:05Z,Business Finance,Udemy,,,Business Finance,bitcoin profits for beginners business finance
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,True,75,1513,31,60,All Levels,5.5,2015-08-04T19:16:51Z,Business Finance,Udemy,,,Business Finance,trend traders club: how to find and trade fast moving trends business finance
724062,Financial Statements Basics,https://www.udemy.com/financial-statements-basics/,True,20,1374,19,9,Beginner Level,2.0,2016-01-14T18:58:56Z,Business Finance,Udemy,,,Business Finance,financial statements basics business finance
474212,High performance Stock Trading using key Options techniques,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,True,40,2103,15,6,All Levels,1.5,2015-04-12T22:28:45Z,Business Finance,Udemy,,,Business Finance,high performance stock trading using key options techniques business finance
771276,Introduction to Financial Statement Analysis,https://www.udemy.com/introduction-to-financial-statement-analysis/,True,20,1480,25,25,Beginner Level,1.5,2016-03-21T17:00:37Z,Business Finance,Udemy,,,Business Finance,introduction to financial statement analysis business finance
388164,Basics of Economics (College Level),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,True,25,2516,12,20,All Levels,1.5,2015-01-08T13:55:52Z,Business Finance,Udemy,,,Business Finance,basics of economics (college level) business finance
133536,Stock Market Investing for Beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,False,0,50855,2698,15,Beginner Level,1.5,2013-12-25T19:53:34Z,Business Finance,Udemy,,,Business Finance,stock market investing for beginners business finance
655300,Accounting for Beginners : Learn Basics in under 1 Hour,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,True,50,1971,13,20,Beginner Level,1.5,2015-12-03T17:08:10Z,Business Finance,Udemy,,,Business Finance,accounting for beginners : learn basics in under 1 hour business finance
949504,Straddle Options Trading - Profit in Any Market Direction,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,True,200,837,9,19,All Levels,1.0,2016-10-03T17:32:40Z,Business Finance,Udemy,,,Business Finance,straddle options trading - profit in any market direction business finance
265960,Fundamentals of Forex Trading,https://www.udemy.com/fundamentals-of-forex-trading/,False,0,17160,620,23,All Levels,1.0,2014-08-29T20:10:38Z,Business Finance,Udemy,,,Business Finance,fundamentals of forex trading business finance
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,True,195,1723,38,24,Beginner Level,1.0,2015-12-14T18:29:57Z,Business Finance,Udemy,,,Business Finance,"binary options: trading strategies, 90% accuracy and signals business finance"
